branches,branch misses,LLC,LLC misses,branch miss rate,LLC miss rate,type
45796571,2546806,14812173,2157727,0.055611,0.145673,0
45533533,3141067,15377711,2200269,0.068984,0.143082,0
52818861,3185272,13722221,2225381,0.060306,0.162174,0
215408746,5876741,14730085,2162645,0.027282,0.146818,0
46829825,3112237,15814575,2073748,0.066458,0.131129,0
54744516,3058546,15217195,1922641,0.055869,0.126347,0
49429737,2746371,15623182,2744418,0.055561,0.175663,0
47598055,3178608,14222394,2190722,0.06678,0.154033,0
42703492,2916626,15694435,1967145,0.068299,0.12534,0
50961330,3127572,15271243,2191907,0.061371,0.143532,0
43096561,2857664,14945764,2169878,0.066308,0.145183,0
50543008,3225292,14926970,2087063,0.063813,0.139818,0
71195490,3456158,16610012,3003429,0.048545,0.18082,0
41475928,2671862,13789097,2013880,0.06442,0.146049,0
51398214,3331676,14379362,2460355,0.064821,0.171103,0
48981747,3269005,16196950,2484621,0.066739,0.153401,0
50320304,3040461,15278225,2154581,0.060422,0.141023,0
53778181,2973106,16218599,2302211,0.055285,0.141949,0
47413947,2805004,14712434,1976868,0.05916,0.134367,0
50887949,3155443,16671227,1969977,0.062008,0.118166,0
57624457,3372402,17234568,2108736,0.058524,0.122355,0
43394093,2771362,15689608,2511096,0.063865,0.160048,0
53301267,2712634,14592085,2099153,0.050892,0.143856,0
49704590,3202739,15479938,1774452,0.064435,0.114629,0
44665760,3029369,14781646,1977694,0.067823,0.133794,0
47526405,3119122,14606847,2254494,0.065629,0.154345,0
42768497,2424676,14059584,1642653,0.056693,0.116835,0
41231439,2778419,15771940,2025986,0.067386,0.128455,0
42487696,3165890,14924520,2171606,0.074513,0.145506,0
45704433,2994899,15313781,2273404,0.065528,0.148455,0
46994128,2948266,14411713,2208301,0.062737,0.15323,0
49169873,2780658,13045517,2233112,0.056552,0.171178,0
123723210,3986819,19871362,3482595,0.032224,0.175257,0
50171940,2738951,16137831,2306934,0.054591,0.142952,0
50156596,3142031,15638330,2091036,0.062644,0.133712,0
54427420,3477211,16131040,2509493,0.063887,0.155569,0
54256922,3315620,16772679,2661472,0.06111,0.158679,0
43749318,2511800,14212015,2006360,0.057413,0.141174,0
49014084,2876794,14375439,2365118,0.058693,0.164525,0
62523142,3501327,16721935,2638614,0.056,0.157794,0
43656890,2707565,13649252,1886191,0.062019,0.13819,0
64535270,3480315,14397606,2359397,0.053929,0.163874,0
41476245,2639386,13937741,1725534,0.063636,0.123803,0
49356310,3378170,14744439,2072979,0.068445,0.140594,0
55845032,3324291,15105250,2597542,0.059527,0.171963,0
47492925,3443856,15262877,2046136,0.072513,0.13406,0
44283257,2796723,13712646,2317721,0.063155,0.169021,0
47402781,2384693,14728071,2030035,0.050307,0.137834,0
44139685,2797579,14521509,2237279,0.06338,0.154067,0
45650538,2898047,15448483,1812339,0.063483,0.117315,0
37270807,2657804,13693482,2199836,0.071311,0.160648,0
45399598,2735649,15717554,2299389,0.060257,0.146294,0
46767156,2600691,14250660,2096337,0.055609,0.147105,0
40591750,3077422,15515319,1996388,0.075814,0.128672,0
45987279,2899472,15767389,2067797,0.063049,0.131144,0
46123094,3142379,14791618,2151900,0.06813,0.145481,0
50965747,2798614,14644156,1934041,0.054912,0.132069,0
46595644,2721690,15254730,2143018,0.058411,0.140482,0
50796460,2878396,16211285,2211959,0.056665,0.136446,0
53874262,2922675,16614243,2156576,0.05425,0.129803,0
42436826,2974344,15270517,2339337,0.070089,0.153193,0
64196120,2598481,15676966,2702272,0.040477,0.172372,0
53709370,3619121,16232373,2416851,0.067383,0.148891,0
56869030,2954795,16142476,1893475,0.051958,0.117298,0
48034897,3312477,15330456,1869706,0.06896,0.12196,0
44608344,2997841,13029246,2139108,0.067204,0.164177,0
52232858,3179391,12619967,1709778,0.06087,0.135482,0
50959333,2566144,15629505,1901776,0.050357,0.121679,0
52516295,2745314,14830270,1931326,0.052275,0.130229,0
53596099,3267746,15345586,2021540,0.06097,0.131734,0
47286923,2953423,15619515,2503259,0.062458,0.160265,0
52304041,3076658,15312066,2462249,0.058823,0.160804,0
41130337,2554608,14084474,1691114,0.06211,0.120069,0
56293781,3296564,16352743,2493343,0.05856,0.152472,0
47919621,3006226,17226488,2836083,0.062735,0.164635,0
45418106,2870316,13592229,1995404,0.063198,0.146805,0
43039235,2908454,13706086,2075746,0.067577,0.151447,0
46564726,2775701,14788865,1994787,0.05961,0.134884,0
44693406,2760799,15522905,1899918,0.061772,0.122394,0
48527060,2743255,15249069,2997197,0.05653,0.19655,0
47874952,3155453,15248037,1533324,0.06591,0.100559,0
49697341,2513470,14950693,2162233,0.050576,0.144624,0
43326080,2763260,15638670,2326831,0.063778,0.148787,0
46360606,2594959,15777621,2012406,0.055973,0.127548,0
48375617,2772660,14527373,1761619,0.057315,0.121262,0
47890868,3010048,15267490,2244216,0.062852,0.146993,0
44264095,2685339,14347429,2033164,0.060666,0.141709,0
58013742,3162127,15890406,2393825,0.054507,0.150646,0
50843055,3038259,14531976,2085616,0.059758,0.143519,0
48804483,3244499,14339988,2198354,0.06648,0.153302,0
48059512,3137903,15438593,1791258,0.065292,0.116025,0
48765087,3048242,16942605,2503529,0.062509,0.147765,0
50046322,3082501,15059735,2331432,0.061593,0.154812,0
46535924,2510801,16190438,2313922,0.053954,0.142919,0
44534014,2919212,15476118,2313861,0.06555,0.149512,0
43384343,2638041,15012115,2310686,0.060806,0.153921,0
47004442,2519900,15808569,2559349,0.05361,0.161896,0
39718890,3031872,16425284,2351871,0.076333,0.143186,0
51232035,3258070,15749252,1595656,0.063594,0.101316,0
51808303,3361817,14455624,2522510,0.06489,0.1745,0
44006413,2750579,15320495,2278575,0.062504,0.148727,0
40767334,2515486,14871802,1842069,0.061703,0.123863,0
47133239,3054540,13221339,1945930,0.064806,0.147181,0
52790437,3301002,15641863,2568671,0.06253,0.164218,0
50961292,3216660,15719798,2209365,0.06312,0.140547,0
90584749,4111826,15779880,3805933,0.045392,0.241189,0
53942392,3237835,15197649,2501622,0.060024,0.164606,0
44866342,2835245,14941825,2499717,0.063193,0.167297,0
44135586,2781017,14960266,2036019,0.063011,0.136095,0
60313563,3239116,14343827,2367336,0.053705,0.165042,0
44318788,2796892,14951346,2057748,0.063108,0.13763,0
54920056,3060132,15116498,2325838,0.05572,0.153861,0
45841007,2688936,15450482,2356107,0.058658,0.152494,0
46748195,3169714,13892806,1731957,0.067804,0.124666,0
38953662,2453863,13540988,1622353,0.062994,0.119811,0
41093419,2880957,13413412,2137580,0.070108,0.159361,0
48903953,2584016,15771174,2440975,0.052839,0.154774,0
49991523,3316588,14785025,2020287,0.066343,0.136644,0
47305360,2774113,15332344,1928224,0.058643,0.125762,0
48733318,2834271,16746480,2727626,0.058159,0.162878,0
46882668,3173335,15400180,2706468,0.067687,0.175743,0
62038782,3069531,16599420,3053994,0.049478,0.183982,0
49262223,3010650,14702260,2024051,0.061115,0.137669,0
51207297,3544163,17295983,2767906,0.069212,0.160032,0
45451807,3118947,15540156,2035647,0.068621,0.130993,0
52280539,3370598,16167410,2364615,0.064471,0.146258,0
51348223,3223973,14539549,1879375,0.062786,0.12926,0
45651883,2544786,14270303,1471165,0.055743,0.103093,0
51103733,3347455,15394237,2009251,0.065503,0.13052,0
47258935,3052042,15461405,1990158,0.064581,0.128718,0
236491232,5216312,24274828,6030907,0.022,0.248,0
272234688,5210628,27941724,8775647,0.019,0.314,0
48005956,3617944,19771840,1962089,0.075,0.099,0
270832000,5153187,27437722,8701542,0.019,0.317,0
273113280,5189517,27833538,8731874,0.019,0.314,0
75479936,3850137,19148194,3165419,0.051,0.165,0
120726768,3777119,19723164,4393007,0.031,0.223,0
280682336,5278313,28022688,8957000,0.019,0.32,0
430548096,6175035,31388506,10036687,0.014,0.32,0
282842816,4993061,28530104,8733938,0.018,0.306,0
138169840,3670113,19688732,3782501,0.027,0.192,0
279127232,5319836,27880724,8814365,0.019,0.316,0
82421784,4338501,20593122,2403418,0.053,0.117,0
277435040,5238588,27766158,8735689,0.019,0.315,0
70904064,3646629,19027196,1729972,0.051,0.091,0
244303136,4734480,29116168,8683719,0.019,0.298,0
92338920,4223530,21529364,3177218,0.046,0.148,0
162793296,4817649,21972574,5901618,0.03,0.269,0
47257084,4050349,20704338,1882303,0.086,0.091,0
284557408,5325780,28303388,8980354,0.019,0.317,0
142235104,3545950,20126782,3482579,0.025,0.173,0
279761216,5190999,27993064,8945812,0.019,0.32,0
281268640,5302483,27815964,8826744,0.019,0.317,0
181945408,4543412,23978952,5425585,0.025,0.226,0
103553432,3968220,18159038,2645540,0.038,0.146,0
236837712,6116081,26287842,8557304,0.026,0.326,0
82507160,3494207,21160218,3377720,0.042,0.16,0
212338752,4861041,24674210,6632095,0.023,0.269,0
192796720,4514410,27914382,6430977,0.023,0.23,0
280537248,5214066,27797676,8849628,0.019,0.318,0
55694468,3742365,19225364,1915557,0.067,0.1,0
274287712,5238881,27751816,8701252,0.019,0.314,0
207759840,5360304,26130802,7405649,0.026,0.283,0
271488288,5163298,27978414,8861533,0.019,0.317,0
41920964,3314166,16678413,1781046,0.079,0.107,0
276749024,5250082,27930560,8727220,0.019,0.312,0
279064864,4738227,27980814,7702572,0.017,0.275,0
60801868,3881667,21860460,2290171,0.064,0.105,0
44877056,3725494,20959590,1968175,0.083,0.094,0
91481304,3549935,19180292,3271776,0.039,0.171,0
265134736,5079175,28583388,8831789,0.019,0.309,0
51997680,3005801,16260075,2009385,0.058,0.124,0
276813472,5174974,27835326,8966634,0.019,0.322,0
276348000,5234066,28041376,8981296,0.019,0.32,0
48989012,3855860,19974280,2175470,0.079,0.109,0
50333880,3199567,19997016,2179254,0.064,0.109,0
118983176,3821522,19159178,3589095,0.032,0.187,0
55901868,3782698,19149048,2009236,0.068,0.105,0
76549224,3773487,20765854,2729506,0.049,0.131,0
74943864,3925717,20151586,2403694,0.052,0.119,0
97803752,4160430,23139638,4402155,0.043,0.19,0
270726656,5104277,27720030,8813199,0.019,0.318,0
280056864,5304386,27905158,8934146,0.019,0.32,0
287913216,4690979,28183868,9501339,0.016,0.337,0
266526560,5114978,28034060,8955699,0.019,0.319,0
277042304,5273298,27846458,8782964,0.019,0.315,0
271532320,5163295,28183472,8973661,0.019,0.318,0
256685232,5184697,27059568,8184557,0.02,0.302,0
50776768,3241387,17006484,1760914,0.064,0.104,0
258430080,5551721,26769838,8831740,0.021,0.33,0
144701536,4796743,22993352,3456717,0.033,0.15,0
240014432,5203820,28640036,7503121,0.022,0.262,0
98834016,4001727,17760916,2322036,0.04,0.131,0
271535136,5246853,27942268,8767568,0.019,0.314,0
288059456,5384716,28320900,9034283,0.019,0.319,0
349810528,5620294,30964630,10596067,0.016,0.342,0
169241072,4755409,24738916,7118596,0.028,0.288,0
55080984,3841337,20989252,2008899,0.07,0.096,0
51863484,3346030,18023314,1861847,0.065,0.103,0
279952960,5710106,28566446,8699939,0.02,0.305,0
43420436,3349497,18215530,1736512,0.077,0.095,0
65850504,3350761,20051078,3296949,0.051,0.164,0
229863728,5064747,27564494,7272214,0.022,0.264,0
263638976,5055863,27731240,8785350,0.019,0.317,0
231845264,5063647,26845326,7629494,0.022,0.284,0
278640608,5308233,27911158,8794529,0.019,0.315,0
279206976,5236754,28016384,8848715,0.019,0.316,0
131188240,4152376,20886834,4521166,0.032,0.216,0
277125632,5231488,27780808,8844878,0.019,0.318,0
268630592,5097639,27683156,8798356,0.019,0.318,0
74686232,3323132,20500274,2843964,0.044,0.139,0
138309824,4658451,19581356,3512557,0.034,0.179,0
173229776,4623177,24584000,7125182,0.027,0.29,0
254157072,4884373,29337454,8723846,0.019,0.297,0
247598240,5328156,27908476,8536315,0.022,0.306,0
275519328,5186784,28069864,8980676,0.019,0.32,0
261515808,5069792,27802264,8524591,0.019,0.307,0
204955088,5185782,23981834,7134151,0.025,0.297,0
49005568,3098330,16158138,2057799,0.063,0.127,0
63797192,3594911,21356714,2692793,0.056,0.126,0
271080960,5106067,28066474,8855418,0.019,0.316,0
58325476,3654998,17024816,1753461,0.063,0.103,0
109358064,4312140,20553836,4553059,0.039,0.222,0
295874784,4995486,28032666,9508644,0.017,0.339,0
65200916,3439287,17210764,2562117,0.053,0.149,0
47079192,3521490,18488174,1859552,0.075,0.101,0
46270952,3483688,20641540,1731593,0.075,0.084,0
280971040,4658884,27097058,8064364,0.017,0.298,0
45048888,3767885,21448692,1801992,0.084,0.084,0
222736880,4591717,26141940,7276695,0.021,0.278,0
255298880,5303926,26803906,7144571,0.021,0.267,0
233836560,4650424,26793098,8570366,0.02,0.32,0
48492500,3622946,21350208,1766659,0.075,0.083,0
214872448,5098346,27137472,7284215,0.024,0.268,0
47525488,3371849,18082514,2057853,0.071,0.114,0
277460992,5238869,27879302,8764362,0.019,0.314,0
65786176,3619174,21337350,2470361,0.055,0.116,0
49608216,3378586,21797540,1920113,0.068,0.088,0
270227424,5122314,28195422,8877701,0.019,0.315,0
196404816,4906287,23092520,6098687,0.025,0.264,0
46049768,3407813,17907156,1981493,0.074,0.111,0
268447680,5244138,27934466,8740194,0.02,0.313,0
138628960,4619208,23347074,3625131,0.033,0.155,0
271307456,5091418,26457526,8075510,0.019,0.305,0
170947728,4318510,23375742,5995467,0.025,0.256,0
48726200,3262006,17231918,2055915,0.067,0.119,0
122147544,4457316,18820354,3220703,0.036,0.171,0
53348408,3184485,18069484,2075311,0.06,0.115,0
64433112,3544460,17310376,2199494,0.055,0.127,0
179339760,4534490,21934680,6259710,0.025,0.285,0
269829888,5173765,28047800,8859157,0.019,0.316,0
195280384,4364125,23143320,5760452,0.022,0.249,0
73940704,3325595,17361160,2484715,0.045,0.143,0
306294368,4940225,25759524,7753693,0.016,0.301,0
53460616,3947662,20130148,1931922,0.074,0.096,0
41459012,3248701,16921966,1887795,0.078,0.112,0
281486496,5261009,28141306,8838044,0.019,0.314,0
384697952,5895242,29779420,9885167,0.015,0.332,0
67213880,3763338,22775130,2931088,0.056,0.129,0
58374516,3562822,16482539,1969428,0.061,0.119,0
272903552,5242058,27702914,8761391,0.019,0.316,0
71802992,4254479,20168552,2265983,0.059,0.112,0
273509408,5277359,27679712,8937377,0.019,0.323,0
280948384,5300364,27961334,8895121,0.019,0.318,0
83123976,3910946,23651664,3948762,0.047,0.167,0
268616064,5361135,27366860,8733806,0.02,0.319,0
73408520,4506582,22495444,2208658,0.061,0.098,0
138248560,3987566,19625906,3708928,0.029,0.189,0
48643652,3741640,20899606,2270428,0.077,0.109,0
79685144,4105424,22312628,3809061,0.052,0.171,0
79778608,3547277,18171040,2542268,0.044,0.14,0
286193088,5300445,27899060,8882264,0.019,0.318,0
74990680,4054753,21055088,2752863,0.054,0.131,0
63934296,3504740,15917895,2326252,0.055,0.146,0
51498192,3256007,19265874,1764307,0.063,0.092,0
267588448,5198110,28250318,8849223,0.019,0.313,0
72633656,3492331,18247178,2056018,0.048,0.113,0
265681056,5167334,27025496,8390376,0.019,0.31,0
242550528,4958624,28927398,8927265,0.02,0.309,0
48945696,3627962,18202550,1664091,0.074,0.091,0
88099784,3832508,19989162,3631170,0.044,0.182,0
98710856,4256298,21112764,3696931,0.043,0.175,0
171882656,4766375,26583048,6924874,0.028,0.26,0
257332624,5263120,26747180,8476855,0.02,0.317,0
189008272,4521377,23212892,6647747,0.024,0.286,0
193985488,4782305,26224108,7117646,0.025,0.271,0
280802560,5234213,27622886,8848694,0.019,0.32,0
43503868,4318074,21413110,1866877,0.099,0.087,0
126158672,4544949,24170204,5097217,0.036,0.211,0
75580000,3660833,22680720,3000149,0.048,0.132,0
153370864,3800034,23016412,4662418,0.025,0.203,0
296878592,5600307,28863384,9430328,0.019,0.327,0
139808928,3871646,17284748,2235530,0.028,0.129,0
51958596,3474387,19083190,1844753,0.067,0.097,0
49597364,3083146,15866745,2042047,0.062,0.129,0
113199128,3954224,17758098,3842104,0.035,0.216,0
200722528,4476207,27306652,6628133,0.022,0.243,0
241487248,5983576,30980242,9600496,0.025,0.31,0
342468640,5052614,27058202,8696634,0.015,0.321,0
280628544,5455754,29169824,9061811,0.019,0.311,0
43509400,3661089,18633864,1686700,0.084,0.091,0
43576148,3813066,22059426,1690648,0.088,0.077,0
269688576,5088705,27946254,8914765,0.019,0.319,0
111728192,3763778,18799110,2416780,0.034,0.129,0
266548112,5178759,27873842,8695230,0.019,0.312,0
42945328,3211231,17437728,1794403,0.075,0.103,0
158860016,3997696,22551248,5950054,0.025,0.264,0
58921228,3459745,20533300,2441495,0.059,0.119,0
280903552,5217733,27945850,8908699,0.019,0.319,0
77025512,3892347,20377228,2943446,0.051,0.144,0
54989016,3548061,20853210,2162298,0.065,0.104,0
271154560,5248358,28046540,8712204,0.019,0.311,0
103815232,3441049,19370270,3662674,0.033,0.189,0
270012704,5118285,27771128,8886947,0.019,0.32,0
251302480,4864463,28948206,8678253,0.019,0.3,0
45408944,3400068,17890066,2106174,0.075,0.118,0
368615936,5871618,31920700,10738110,0.016,0.336,0
122086024,3698583,23475846,4237050,0.03,0.18,0
56197296,3481738,17585574,2025890,0.062,0.115,0
209954480,4357947,27251804,8778920,0.021,0.322,0
99125568,4084883,20500968,3813438,0.041,0.186,0
83612736,4107128,22014320,3330245,0.049,0.151,0
54161052,3801517,20409962,2150840,0.07,0.105,0
46790008,3479876,21057528,1815641,0.074,0.086,0
44463480,3169966,19223624,1873989,0.071,0.097,0
278567456,5283230,27748622,8747494,0.019,0.315,0
123521768,4167772,18824950,3756938,0.034,0.2,0
278610048,5200325,28110602,8808822,0.019,0.313,0
282483520,5264003,27906556,8884005,0.019,0.318,0
284756512,5262070,27817306,8853523,0.018,0.318,0
98507264,3892806,20626076,2818376,0.04,0.137,0
332348640,5732575,29396618,10059817,0.017,0.342,0
72029144,3748982,21200412,3285822,0.052,0.155,0
65602572,3549361,20789970,2600555,0.054,0.125,0
139258064,4420388,22685334,6883614,0.032,0.303,0
75943656,3986916,16324213,2178850,0.052,0.133,0
190204944,4641655,27410408,6093008,0.024,0.222,0
299295808,5521719,28505806,9207123,0.018,0.323,0
61516780,3459696,18495160,2381001,0.056,0.129,0
70617272,4015205,17964964,2876111,0.057,0.16,0
237367712,5040993,27346564,8140987,0.021,0.298,0
99940464,3917012,20132156,3127748,0.039,0.155,0
59403120,3427290,18034894,2294965,0.058,0.127,0
57201988,3199507,17557990,2341624,0.056,0.133,0
257432832,5047638,28786786,9136738,0.02,0.317,0
83525144,4353543,21827654,3042126,0.052,0.139,0
107200392,4426290,20097068,2667707,0.041,0.133,0
295781824,5500446,27951472,8854078,0.019,0.317,0
40397216,3064573,17279806,1830827,0.076,0.106,0
159850912,4449817,22912068,4332524,0.028,0.189,0
91157872,3534434,17396932,3077280,0.039,0.177,0
212978944,4829374,27213422,6984721,0.023,0.257,0
53764152,3596144,19950320,1935296,0.067,0.097,0
102751408,4613986,22969350,4844302,0.045,0.211,0
47502012,4079588,18541996,1717307,0.086,0.093,0
319573472,6397255,31593298,9507417,0.02,0.301,0
238545056,4727893,29204670,8200663,0.02,0.281,0
256560080,5280363,28041322,8625251,0.021,0.308,0
157137216,4983356,21909316,4911655,0.032,0.224,0
372003616,6712881,31707162,10510248,0.018,0.331,0
275502624,5182580,27836348,8847679,0.019,0.318,0
60143008,3658356,17460318,2378747,0.061,0.136,0
73777192,3483413,15955778,2648976,0.047,0.166,0
138411152,3979869,23806274,5664645,0.029,0.238,0
276440576,5219599,28535962,8855345,0.019,0.31,0
99297168,3689889,17948066,2815776,0.037,0.157,0
114012088,4104291,24240244,5255858,0.036,0.217,0
103699408,3458478,18576090,3119265,0.033,0.168,0
56782496,3673384,20404020,1768544,0.065,0.087,0
67990608,3954888,19860180,2109385,0.058,0.106,0
55116476,4336849,22070340,2564701,0.079,0.116,0
245578656,4920670,28776626,8660303,0.02,0.301,0
270751232,5200669,27953912,8753004,0.019,0.313,0
47589612,3301143,20380430,1828383,0.069,0.09,0
131459096,4880406,25312878,4315827,0.037,0.17,0
84399864,4014317,19041874,2422515,0.048,0.127,0
264817696,4700099,27063196,8729115,0.018,0.323,0
82419184,4314755,21996540,3122421,0.052,0.142,0
107479496,3616697,20279490,2677318,0.034,0.132,0
87701368,3345784,18893732,2222114,0.038,0.118,0
136662672,4771790,23641064,4774708,0.035,0.202,0
260790560,4983577,29203930,8754871,0.019,0.3,0
48901968,3454826,19959358,1800397,0.071,0.09,0
161823120,4415258,22703620,6176432,0.027,0.272,0
61832300,3549550,22883196,2820907,0.057,0.123,0
78020104,3845148,20485758,3056004,0.049,0.149,0
282995232,5307963,27888160,8865856,0.019,0.318,0
283943200,5365981,27893908,9018977,0.019,0.323,0
51187648,3121634,15341636,1849814,0.061,0.121,0
136077264,4071925,19644254,3577001,0.03,0.182,0
122433560,3789739,20754142,3263607,0.031,0.157,0
51125888,3373701,16938682,2220047,0.066,0.131,0
67119552,3787001,19003706,2387092,0.056,0.126,0
264377664,5157039,26338446,8625196,0.02,0.327,0
277356384,5088418,27881566,8879765,0.018,0.318,0
89555656,3560864,19804994,2504097,0.04,0.126,0
43991096,3064983,16638907,2037616,0.07,0.122,0
57692576,3580437,21761744,2086163,0.062,0.096,0
59415380,3557084,18596306,1940409,0.06,0.104,0
238799616,4744248,24625498,6257374,0.02,0.254,0
281136000,5224025,27669574,8641956,0.019,0.312,0
255550416,4790134,27502400,8958235,0.019,0.326,0
57991084,3628191,16040438,2262223,0.063,0.141,0
59554660,3638770,22357510,1975194,0.061,0.088,0
54000900,3380750,20782320,1914538,0.063,0.092,0
270638272,5204594,27840608,8748795,0.019,0.314,0
80269736,3214767,19688570,3132660,0.04,0.159,0
73392720,3929162,19089924,2515236,0.054,0.132,0
81414648,3806133,19108292,2558996,0.047,0.134,0
235746432,4913679,27857430,8522285,0.021,0.306,0
86850616,3896920,21294976,2598417,0.045,0.122,0
200215888,4748078,25679062,7088305,0.024,0.276,0
110879320,4764153,24242766,5435511,0.043,0.224,0
66236676,3646231,20535128,2161353,0.055,0.105,0
57218104,3328061,17524980,1872225,0.058,0.107,0
64639200,3733438,18509024,2421649,0.058,0.131,0
118277872,3578291,19790726,3369077,0.03,0.17,0
65329432,3481956,19889042,1916823,0.053,0.096,0
271461856,5191810,27903924,8789192,0.019,0.315,0
100639760,3612499,22248122,3642261,0.036,0.164,0
74335952,3696077,16648117,2505556,0.05,0.151,0
211179104,4824704,25658258,6320296,0.023,0.246,0
66034800,3673296,18707304,2468987,0.056,0.132,0
53142188,3527656,20540768,1955817,0.066,0.095,0
114278512,3697373,19428476,3294842,0.032,0.17,0
122046720,3986843,18539928,4620568,0.033,0.249,0
261173040,5025849,27534558,8704219,0.019,0.316,0
258074336,5110776,30228544,8529370,0.02,0.282,0
102011288,4102642,21653488,4358592,0.04,0.201,0
54041992,3731230,21844934,1897058,0.069,0.087,0
150074224,3799609,21339108,5076952,0.025,0.238,0
44713444,3215538,16655738,1982338,0.072,0.119,0
419962304,5584691,30168576,10419243,0.013,0.345,0
80718688,3694760,18667782,2428442,0.046,0.13,0
108080144,3592844,23239530,4164709,0.033,0.179,0
56250156,3792132,20938436,2117019,0.067,0.101,0
179501024,4701441,27424522,6388091,0.026,0.233,0
67114016,3537096,17254998,2523787,0.053,0.146,0
56914736,4229495,22318176,2027198,0.074,0.091,0
257522720,5386512,27355896,8872861,0.021,0.324,0
181077488,4462448,25711992,6345491,0.025,0.247,0
46952904,3303501,16296126,1827360,0.07,0.112,0
55274604,3354948,17919490,2167799,0.061,0.121,0
280315072,5292182,27892352,8866156,0.019,0.318,0
419098720,5940543,30653952,10043644,0.014,0.328,0
48934552,3599169,20704954,2344200,0.074,0.113,0
157452880,4975937,24641808,5983816,0.032,0.243,0
252636992,4931104,28316132,8624462,0.02,0.305,0
273872128,5211567,27825036,8807297,0.019,0.317,0
51862268,3794171,21321226,2092401,0.073,0.098,0
59392784,3613502,17683420,2146028,0.061,0.121,0
64147148,3359612,19380754,2691384,0.052,0.139,0
123536720,4230684,19496298,3201769,0.034,0.164,0
48770508,3066878,16569224,1976238,0.063,0.119,0
258302224,5262736,27046246,8903704,0.02,0.329,0
95425824,3737675,18575540,2257089,0.039,0.122,0
112567920,3792851,20352696,4863325,0.034,0.239,0
265180560,5076802,27730098,8816024,0.019,0.318,0
189453312,4487088,28649648,6443949,0.024,0.225,0
260053456,5118610,27086124,8250676,0.02,0.305,0
44157048,3766093,18060122,1895790,0.085,0.105,0
279176384,5284756,27990178,8851202,0.019,0.316,0
147900176,4031824,21375032,5069236,0.027,0.237,0
281682880,5241105,27868174,8874661,0.019,0.318,0
106474000,3209653,17553376,3415026,0.03,0.195,0
80955360,3561416,21133074,2776293,0.044,0.131,0
274601536,5245937,27795912,8707066,0.019,0.313,0
275396224,4937728,27995594,9016472,0.018,0.322,0
286363488,4947549,30899250,10672695,0.017,0.345,0
224756576,5143481,23483074,4764622,0.023,0.203,0
213824832,4887881,28914492,8235515,0.023,0.285,0
46025988,3458690,17872212,1761581,0.075,0.099,0
70153592,3445984,17224444,2616424,0.049,0.152,0
100136536,3671774,21304424,3973735,0.037,0.187,0
66771600,3543497,20366080,2535896,0.053,0.125,0
44038776,3272720,17250858,1890313,0.074,0.11,0
139796592,3878965,21784378,3257844,0.028,0.15,0
277202208,5216560,27826324,8765597,0.019,0.315,0
269673504,5205176,27377382,8591038,0.019,0.314,0
273151808,5140423,27721546,9238981,0.019,0.333,0
136112256,4502279,21835002,5605725,0.033,0.257,0
59678540,3345651,17452772,1753783,0.056,0.1,0
62595000,3930043,17204240,2049658,0.063,0.119,0
287045824,5446298,28368906,9300505,0.019,0.328,0
311915776,5213233,30484964,10076055,0.017,0.331,0
77083384,3571302,18770646,2250720,0.046,0.12,0
86707512,4457568,20443702,2486462,0.051,0.122,0
257794432,5021363,29017040,8856361,0.019,0.305,0
57517884,3320732,20475010,1995938,0.058,0.097,0
279012128,5245836,27937266,8840129,0.019,0.316,0
87758248,3964483,22719900,2997662,0.045,0.132,0
237053200,4676726,27138126,8678851,0.02,0.32,0
56004952,3597929,17323472,2264972,0.064,0.131,0
280392192,5240265,27882106,8790994,0.019,0.315,0
275139904,5230373,27856200,8764656,0.019,0.315,0
59228620,3538133,18536374,2539887,0.06,0.137,0
297339488,5436336,30115232,9972264,0.018,0.331,0
387303552,5848262,32010456,10728122,0.015,0.335,0
267579072,5206322,27726562,8753712,0.019,0.316,0
179716016,4407835,24858126,5333118,0.025,0.215,0
287269824,5174813,29112274,9224934,0.018,0.317,0
62127272,3437683,19455978,1828814,0.055,0.094,0
372131552,6125458,30795968,9780420,0.016,0.318,0
233849184,4409495,28844532,8223963,0.019,0.285,0
275868224,5208396,27970698,8855225,0.019,0.317,0
67863976,3481210,17212434,2469436,0.051,0.143,0
89217416,3637161,17355234,2796542,0.041,0.161,0
60190652,3313890,19112158,2333804,0.055,0.122,0
62317188,3669860,20431660,2241466,0.059,0.11,0
105298992,4121374,21891854,3798195,0.039,0.173,0
41096344,2963036,17365700,1983233,0.072,0.114,0
296173984,5050608,28337092,8990825,0.017,0.317,0
45911220,3493549,19016928,1962741,0.076,0.103,0
103898672,3951409,16540556,2796587,0.038,0.169,0
45745816,3699207,16502349,2104324,0.081,0.128,0
267987040,4985565,27251384,9112744,0.019,0.334,0
182403120,4128417,22428558,4851508,0.023,0.216,0
278798400,5291986,27992082,8871780,0.019,0.317,0
84711136,3626318,20435304,3036303,0.043,0.149,0
55150844,3524274,19688766,1873283,0.064,0.095,0
110784960,4309200,22453340,4669697,0.039,0.208,0
319986880,5267956,26156890,8596304,0.016,0.329,0
77662368,3285937,18683468,2463751,0.042,0.132,0
70662136,3951733,16783942,2406302,0.056,0.143,0
53323668,3321100,16441681,2030153,0.062,0.123,0
209137328,4806779,23442456,8280518,0.023,0.353,0
212954592,4533759,25822480,6369793,0.021,0.247,0
